Pirces_New_Start_10,,prices_New_Strat_5,,Prices_New_Strat_2,,Quantity_Sold,,Quantity_Sold_Dec10,,,Quantity_Sold_Dec5,,,Quantity_Sold_Dec2,,,Sales_10_10,Rev_10_10,,Sales_10_5,Rev_10_5,,Sales_10_2,Rev_10_2,,Prices_New_Strat_8
493.425,,520.8375,,537.285,,4,,3.6,,,3.8,,,3.92,,,1776.33,,,1875.015,,,1934.226,,,504.39
1679.247,,1772.5385,,1828.5134,,17,,15.3,,,16.15,,,16.66,,,25692.4791,,,27119.83905,,,27976.25502,,,1716.5636
2197.314,,2319.387,,2392.6308,,41,,36.9,,,38.95,,,40.18,,,81080.8866,,,85585.3803,,,88288.07652,,,2246.1432
1527.471,,1612.3305,,1663.2462,,19,,17.1,,,18.05,,,18.62,,,26119.7541,,,27570.85155,,,28441.51002,,,1561.4148
3068.937,,3239.4335,,3341.7314,,5,,4.5,,,4.75,,,4.9,,,13810.2165,,,14577.45075,,,15037.7913,,,3137.1356
3046.05,,3215.275,,3316.81,,32,,28.8,,,30.4,,,31.36,,,87726.24,,,92599.92,,,95524.128,,,3113.74
4190.922,,4423.751,,4563.4484,,22,,19.8,,,20.9,,,21.56,,,82980.2556,,,87590.2698,,,90356.27832,,,4284.0536
3655.233,,3858.3015,,3980.1426,,6,,5.4,,,5.7,,,5.88,,,19738.2582,,,20834.8281,,,21492.77004,,,3736.4604
2863.107,,3022.1685,,3117.6054,,35,,31.5,,,33.25,,,34.3,,,90187.8705,,,95198.30775,,,98204.5701,,,2926.7316
3271.122,,3452.851,,3561.8884,,22,,19.8,,,20.9,,,21.56,,,64768.2156,,,68366.4498,,,70525.39032,,,3343.8136
1382.013,,1458.7915,,1504.8586,,1,,0.9,,,0.95,,,0.98,,,1243.8117,,,1312.91235,,,1354.37274,,,1412.7244
3106.926,,3279.533,,3383.0972,,20,,18,,,19,,,19.6,,,55924.668,,,59031.594,,,60895.7496,,,3175.9688
2279.736,,2406.388,,2482.3792,,22,,19.8,,,20.9,,,21.56,,,45138.7728,,,47646.4824,,,49151.10816,,,2330.3968
766.215,,808.7825,,834.323,,48,,43.2,,,45.6,,,47.04,,,33100.488,,,34939.404,,,36042.7536,,,783.242
1363.941,,1439.7155,,1485.1802,,11,,9.9,,,10.45,,,10.78,,,13503.0159,,,14253.18345,,,14703.28398,,,1394.2508
1602.981,,1692.0355,,1745.4682,,13,,11.7,,,12.35,,,12.74,,,18754.8777,,,19796.81535,,,20421.97794,,,1638.6028
4178.547,,4410.6885,,4549.9734,,42,,37.8,,,39.9,,,41.16,,,157949.0766,,,166724.0253,,,171988.9945,,,4271.4036
1424.601,,1503.7455,,1551.2322,,3,,2.7,,,2.85,,,2.94,,,3846.4227,,,4060.11285,,,4188.32694,,,1456.2588
1502.055,,1585.5025,,1635.571,,9,,8.1,,,8.55,,,8.82,,,12166.6455,,,12842.57025,,,13248.1251,,,1535.434
1878.705,,1983.0775,,2045.701,,12,,10.8,,,11.4,,,11.76,,,20290.014,,,21417.237,,,22093.5708,,,1920.454
3367.908,,3555.014,,3667.2776,,23,,20.7,,,21.85,,,22.54,,,69715.6956,,,73588.7898,,,75912.64632,,,3442.7504
748.017,,789.5735,,814.5074,,14,,12.6,,,13.3,,,13.72,,,9425.0142,,,9948.6261,,,10262.79324,,,764.6396
4324.653,,4564.9115,,4709.0666,,33,,29.7,,,31.35,,,32.34,,,128442.1941,,,135577.8716,,,139859.278,,,4420.7564
3987.936,,4209.488,,4342.4192,,18,,16.2,,,17.1,,,17.64,,,64604.5632,,,68193.7056,,,70347.19104,,,4076.5568
3047.049,,3216.3295,,3317.8978,,49,,44.1,,,46.55,,,48.02,,,134374.8609,,,141840.131,,,146319.293,,,3114.7612
3087.891,,3259.4405,,3362.3702,,41,,36.9,,,38.95,,,40.18,,,113943.1779,,,120273.3545,,,124071.4604,,,3156.5108
284.751,,300.5705,,310.0622,,9,,8.1,,,8.55,,,8.82,,,2306.4831,,,2434.62105,,,2511.50382,,,291.0788
1785.906,,1885.123,,1944.6532,,23,,20.7,,,21.85,,,22.54,,,36968.2542,,,39022.0461,,,40254.32124,,,1825.5928
3816.207,,4028.2185,,4155.4254,,10,,9,,,9.5,,,9.8,,,34345.863,,,36253.9665,,,37398.8286,,,3901.0116
400.932,,423.206,,436.5704,,19,,17.1,,,18.05,,,18.62,,,6855.9372,,,7236.8226,,,7465.35384,,,409.8416
1532.718,,1617.869,,1668.9596,,47,,42.3,,,44.65,,,46.06,,,64833.9714,,,68435.8587,,,70596.99108,,,1566.7784
2830.743,,2988.0065,,3082.3646,,5,,4.5,,,4.75,,,4.9,,,12738.3435,,,13446.02925,,,13870.6407,,,2893.6484
1625.004,,1715.282,,1769.4488,,47,,42.3,,,44.65,,,46.06,,,68737.6692,,,72556.4286,,,74847.68424,,,1661.1152
4285.062,,4523.121,,4665.9564,,23,,20.7,,,21.85,,,22.54,,,88700.7834,,,93628.6047,,,96585.29748,,,4380.2856
794.052,,838.166,,864.6344,,30,,27,,,28.5,,,29.4,,,21439.404,,,22630.482,,,23345.1288,,,811.6976
3791.385,,4002.0175,,4128.397,,25,,22.5,,,23.75,,,24.5,,,85306.1625,,,90045.39375,,,92888.9325,,,3875.638
2489.211,,2627.5005,,2710.4742,,28,,25.2,,,26.6,,,27.44,,,62728.1172,,,66213.0126,,,68303.94984,,,2544.5268
3690.36,,3895.38,,4018.392,,34,,30.6,,,32.3,,,33.32,,,112925.016,,,119198.628,,,122962.7952,,,3772.368
1533.276,,1618.458,,1669.5672,,45,,40.5,,,42.75,,,44.1,,,62097.678,,,65547.549,,,67617.4716,,,1567.3488
2443.545,,2579.2975,,2660.749,,48,,43.2,,,45.6,,,47.04,,,105561.144,,,111425.652,,,114944.3568,,,2497.846
4192.776,,4425.708,,4565.4672,,47,,42.3,,,44.65,,,46.06,,,177354.4248,,,187207.4484,,,193119.2626,,,4285.9488
2354.571,,2485.3805,,2563.8662,,25,,22.5,,,23.75,,,24.5,,,52977.8475,,,55921.06125,,,57686.9895,,,2406.8948
1839.636,,1941.838,,2003.1592,,10,,9,,,9.5,,,9.8,,,16556.724,,,17476.542,,,18028.4328,,,1880.5168
2517.192,,2657.036,,2740.9424,,14,,12.6,,,13.3,,,13.72,,,31716.6192,,,33478.6536,,,34535.87424,,,2573.1296
3332.556,,3517.698,,3628.7832,,42,,37.8,,,39.9,,,41.16,,,125970.6168,,,132968.9844,,,137168.005,,,3406.6128
2034.729,,2147.7695,,2215.5938,,46,,41.4,,,43.7,,,45.08,,,84237.7806,,,88917.6573,,,91725.58332,,,2079.9452
4277.016,,4514.628,,4657.1952,,30,,27,,,28.5,,,29.4,,,115479.432,,,121894.956,,,125744.2704,,,4372.0608
1613.547,,1703.1885,,1756.9734,,41,,36.9,,,38.95,,,40.18,,,59539.8843,,,62847.65565,,,64832.31846,,,1649.4036
2565.504,,2708.032,,2793.5488,,25,,22.5,,,23.75,,,24.5,,,57723.84,,,60930.72,,,62854.848,,,2622.5152
3552.75,,3750.125,,3868.55,,14,,12.6,,,13.3,,,13.72,,,44764.65,,,47251.575,,,48743.73,,,3631.7
3268.575,,3450.1625,,3559.115,,35,,31.5,,,33.25,,,34.3,,,102960.1125,,,108680.1188,,,112112.1225,,,3341.21
3952.503,,4172.0865,,4303.8366,,48,,43.2,,,45.6,,,47.04,,,170748.1296,,,180234.1368,,,185925.7411,,,4040.3364
4666.176,,4925.408,,5080.9472,,34,,30.6,,,32.3,,,33.32,,,142784.9856,,,150717.4848,,,155476.9843,,,4769.8688
1972.071,,2081.6305,,2147.3662,,10,,9,,,9.5,,,9.8,,,17748.639,,,18734.6745,,,19326.2958,,,2015.8948
953.838,,1006.829,,1038.6236,,35,,31.5,,,33.25,,,34.3,,,30045.897,,,31715.1135,,,32716.6434,,,975.0344
486.342,,513.361,,529.5724,,11,,9.9,,,10.45,,,10.78,,,4814.7858,,,5082.2739,,,5242.76676,,,497.1496
3729.159,,3936.3345,,4060.6398,,11,,9.9,,,10.45,,,10.78,,,36918.6741,,,38969.71155,,,40200.33402,,,3812.0292
4337.055,,4578.0025,,4722.571,,21,,18.9,,,19.95,,,20.58,,,81970.3395,,,86524.24725,,,89256.5919,,,4433.434
1245.87,,1315.085,,1356.614,,21,,18.9,,,19.95,,,20.58,,,23546.943,,,24855.1065,,,25640.0046,,,1273.556
989.073,,1044.0215,,1076.9906,,22,,19.8,,,20.9,,,21.56,,,19583.6454,,,20671.6257,,,21324.41388,,,1011.0524
415.17,,438.235,,452.074,,45,,40.5,,,42.75,,,44.1,,,16814.385,,,17748.5175,,,18308.997,,,424.396
3922.902,,4140.841,,4271.6044,,7,,6.3,,,6.65,,,6.86,,,24714.2826,,,26087.2983,,,26911.10772,,,4010.0776
1839.438,,1941.629,,2002.9436,,17,,15.3,,,16.15,,,16.66,,,28143.4014,,,29706.9237,,,30645.03708,,,1880.3144
1865.988,,1969.654,,2031.8536,,2,,1.8,,,1.9,,,1.96,,,3358.7784,,,3545.3772,,,3657.33648,,,1907.4544
2674.575,,2823.1625,,2912.315,,12,,10.8,,,11.4,,,11.76,,,28885.41,,,30490.155,,,31453.002,,,2734.01
3944.115,,4163.2325,,4294.703,,42,,37.8,,,39.9,,,41.16,,,149087.547,,,157370.1885,,,162339.7734,,,4031.762
3350.142,,3536.261,,3647.9324,,18,,16.2,,,17.1,,,17.64,,,54272.3004,,,57287.4282,,,59096.50488,,,3424.5896
3209.04,,3387.32,,3494.288,,11,,9.9,,,10.45,,,10.78,,,31769.496,,,33534.468,,,34593.4512,,,3280.352
1132.47,,1195.385,,1233.134,,16,,14.4,,,15.2,,,15.68,,,16307.568,,,17213.544,,,17757.1296,,,1157.636
2633.274,,2779.567,,2867.3428,,49,,44.1,,,46.55,,,48.02,,,116127.3834,,,122578.9047,,,126449.8175,,,2691.7912
3440.691,,3631.8405,,3746.5302,,18,,16.2,,,17.1,,,17.64,,,55739.1942,,,58835.8161,,,60693.78924,,,3517.1508
4758.345,,5022.6975,,5181.309,,35,,31.5,,,33.25,,,34.3,,,149887.8675,,,158214.9713,,,163211.2335,,,4864.086
1375.335,,1451.7425,,1497.587,,26,,23.4,,,24.7,,,25.48,,,32182.839,,,33970.7745,,,35043.5358,,,1405.898
438.327,,462.6785,,477.2894,,16,,14.4,,,15.2,,,15.68,,,6311.9088,,,6662.5704,,,6872.96736,,,448.0676
663.741,,700.6155,,722.7402,,6,,5.4,,,5.7,,,5.88,,,3584.2014,,,3783.3237,,,3902.79708,,,678.4908
1996.02,,2106.91,,2173.444,,44,,39.6,,,41.8,,,43.12,,,79042.392,,,83433.636,,,86068.3824,,,2040.376
4084.146,,4311.043,,4447.1812,,43,,38.7,,,40.85,,,42.14,,,158056.4502,,,166837.3641,,,172105.9124,,,4174.9048
324.486,,342.513,,353.3292,,47,,42.3,,,44.65,,,46.06,,,13725.7578,,,14488.2999,,,14945.82516,,,331.6968
2443.239,,2578.9745,,2660.4158,,47,,42.3,,,44.65,,,46.06,,,103349.0097,,,109090.6214,,,112535.5883,,,2497.5332
1745.136,,1842.088,,1900.2592,,48,,43.2,,,45.6,,,47.04,,,75389.8752,,,79578.2016,,,82091.19744,,,1783.9168
315.342,,332.861,,343.3724,,42,,37.8,,,39.9,,,41.16,,,11919.9276,,,12582.1458,,,12979.47672,,,322.3496
2229.12,,2352.96,,2427.264,,12,,10.8,,,11.4,,,11.76,,,24074.496,,,25411.968,,,26214.4512,,,2278.656
1384.911,,1461.8505,,1508.0142,,13,,11.7,,,12.35,,,12.74,,,16203.4587,,,17103.65085,,,17643.76614,,,1415.6868
1684.098,,1777.659,,1833.7956,,4,,3.6,,,3.8,,,3.92,,,6062.7528,,,6399.5724,,,6601.66416,,,1721.5224
3242.718,,3422.869,,3530.9596,,39,,35.1,,,37.05,,,38.22,,,113819.4018,,,120142.7019,,,123936.682,,,3314.7784
2613.654,,2758.857,,2845.9788,,2,,1.8,,,1.9,,,1.96,,,4704.5772,,,4965.9426,,,5122.76184,,,2671.7352
646.848,,682.784,,704.3456,,26,,23.4,,,24.7,,,25.48,,,15136.2432,,,15977.1456,,,16481.68704,,,661.2224
4470.696,,4719.068,,4868.0912,,27,,24.3,,,25.65,,,26.46,,,108637.9128,,,114673.3524,,,118294.6162,,,4570.0448
3215.349,,3393.9795,,3501.1578,,27,,24.3,,,25.65,,,26.46,,,78132.9807,,,82473.70185,,,85078.13454,,,3286.8012
3891.258,,4107.439,,4237.1476,,15,,13.5,,,14.25,,,14.7,,,52531.983,,,55450.4265,,,57201.4926,,,3977.7304
723.483,,763.6765,,787.7926,,8,,7.2,,,7.6,,,7.84,,,5209.0776,,,5498.4708,,,5672.10672,,,739.5604
701.397,,740.3635,,763.7434,,7,,6.3,,,6.65,,,6.86,,,4418.8011,,,4664.29005,,,4811.58342,,,716.9836
448.614,,473.537,,488.4908,,47,,42.3,,,44.65,,,46.06,,,18976.3722,,,20030.6151,,,20663.16084,,,458.5832
1024.641,,1081.5655,,1115.7202,,46,,41.4,,,43.7,,,45.08,,,42420.1374,,,44776.8117,,,46190.81628,,,1047.4108
2196.567,,2318.5985,,2391.8174,,40,,36,,,38,,,39.2,,,79076.412,,,83469.546,,,86105.4264,,,2245.3796
4532.76,,4784.58,,4935.672,,12,,10.8,,,11.4,,,11.76,,,48953.808,,,51673.464,,,53305.2576,,,4633.488
2254.14,,2379.37,,2454.508,,13,,11.7,,,12.35,,,12.74,,,26373.438,,,27838.629,,,28717.7436,,,2304.232
1354.896,,1430.168,,1475.3312,,43,,38.7,,,40.85,,,42.14,,,52434.4752,,,55347.5016,,,57095.31744,,,1385.0048
2867.535,,3026.8425,,3122.427,,17,,15.3,,,16.15,,,16.66,,,43873.2855,,,46310.69025,,,47773.1331,,,2931.258
562.239,,593.4745,,612.2158,,17,,15.3,,,16.15,,,16.66,,,8602.2567,,,9080.15985,,,9366.90174,,,574.7332
3047.697,,3217.0135,,3318.6034,,36,,32.4,,,34.2,,,35.28,,,98745.3828,,,104231.2374,,,107522.7502,,,3115.4236
2658.519,,2806.2145,,2894.8318,,21,,18.9,,,19.95,,,20.58,,,50246.0091,,,53037.45405,,,54712.32102,,,2717.5972
3831.768,,4044.644,,4172.3696,,8,,7.2,,,7.6,,,7.84,,,27588.7296,,,29121.4368,,,30041.06112,,,3916.9184
4671.918,,4931.469,,5087.1996,,5,,4.5,,,4.75,,,4.9,,,21023.631,,,22191.6105,,,22892.3982,,,4775.7384
1177.596,,1243.018,,1282.2712,,26,,23.4,,,24.7,,,25.48,,,27555.7464,,,29086.6212,,,30005.14608,,,1203.7648
2484.54,,2622.57,,2705.388,,16,,14.4,,,15.2,,,15.68,,,35777.376,,,37765.008,,,38957.5872,,,2539.752
4368.069,,4610.7395,,4756.3418,,36,,32.4,,,34.2,,,35.28,,,141525.4356,,,149387.9598,,,154105.4743,,,4465.1372
3926.259,,4144.3845,,4275.2598,,28,,25.2,,,26.6,,,27.44,,,98941.7268,,,104438.4894,,,107736.547,,,4013.5092
2617.281,,2762.6855,,2849.9282,,29,,26.1,,,27.55,,,28.42,,,68311.0341,,,72106.09155,,,74383.12602,,,2675.4428
4479.012,,4727.846,,4877.1464,,47,,42.3,,,44.65,,,46.06,,,189462.2076,,,199987.8858,,,206303.2927,,,4578.5456
630.225,,665.2375,,686.245,,12,,10.8,,,11.4,,,11.76,,,6806.43,,,7184.565,,,7411.446,,,644.23
4341.15,,4582.325,,4727.03,,37,,33.3,,,35.15,,,36.26,,,144560.295,,,152591.4225,,,157410.099,,,4437.62
429.912,,453.796,,468.1264,,30,,27,,,28.5,,,29.4,,,11607.624,,,12252.492,,,12639.4128,,,439.4656
2578.005,,2721.2275,,2807.161,,23,,20.7,,,21.85,,,22.54,,,53364.7035,,,56329.40925,,,58108.2327,,,2635.294
4268.727,,4505.8785,,4648.1694,,16,,14.4,,,15.2,,,15.68,,,61469.6688,,,64884.6504,,,66933.63936,,,4363.5876
1363.149,,1438.8795,,1484.3178,,14,,12.6,,,13.3,,,13.72,,,17175.6774,,,18129.8817,,,18702.40428,,,1393.4412
2195.073,,2317.0215,,2390.1906,,10,,9,,,9.5,,,9.8,,,19755.657,,,20853.1935,,,21511.7154,,,2243.8524
1800.972,,1901.026,,1961.0584,,7,,6.3,,,6.65,,,6.86,,,11346.1236,,,11976.4638,,,12354.66792,,,1840.9936
4607.919,,4863.9145,,5017.5118,,45,,40.5,,,42.75,,,44.1,,,186620.7195,,,196988.5373,,,203209.2279,,,4710.3172
3882.105,,4097.7775,,4227.181,,37,,33.3,,,35.15,,,36.26,,,129274.0965,,,136455.9908,,,140765.1273,,,3968.374
3246.435,,3426.7925,,3535.007,,29,,26.1,,,27.55,,,28.42,,,84731.9535,,,89439.28425,,,92263.6827,,,3318.578
2859.876,,3018.758,,3114.0872,,3,,2.7,,,2.85,,,2.94,,,7721.6652,,,8150.6466,,,8408.03544,,,2923.4288
3904.803,,4121.7365,,4251.8966,,15,,13.5,,,14.25,,,14.7,,,52714.8405,,,55643.44275,,,57400.6041,,,3991.5764
2096.433,,2212.9015,,2282.7826,,36,,32.4,,,34.2,,,35.28,,,67924.4292,,,71698.0086,,,73962.15624,,,2143.0204
2186.937,,2308.4335,,2381.3314,,47,,42.3,,,44.65,,,46.06,,,92507.4351,,,97646.73705,,,100730.3182,,,2235.5356
3607.182,,3807.581,,3927.8204,,46,,41.4,,,43.7,,,45.08,,,149337.3348,,,157633.8534,,,162611.7646,,,3687.3416
2032.128,,2145.024,,2212.7616,,19,,17.1,,,18.05,,,18.62,,,34749.3888,,,36679.9104,,,37838.22336,,,2077.2864
443.412,,468.046,,482.8264,,13,,11.7,,,12.35,,,12.74,,,5187.9204,,,5476.1382,,,5649.06888,,,453.2656
816.867,,862.2485,,889.4774,,42,,37.8,,,39.9,,,41.16,,,30877.5726,,,32592.9933,,,33622.24572,,,835.0196
738.333,,779.3515,,803.9626,,21,,18.9,,,19.95,,,20.58,,,13954.4937,,,14729.74335,,,15194.89314,,,754.7404
4046.292,,4271.086,,4405.9624,,37,,33.3,,,35.15,,,36.26,,,134741.5236,,,142227.1638,,,146718.5479,,,4136.2096
2343.654,,2473.857,,2551.9788,,27,,24.3,,,25.65,,,26.46,,,56950.7922,,,60114.7251,,,62013.08484,,,2395.7352
3271.518,,3453.269,,3562.3196,,29,,26.1,,,27.55,,,28.42,,,85386.6198,,,90130.3209,,,92976.54156,,,3344.2184
1859.85,,1963.175,,2025.17,,20,,18,,,19,,,19.6,,,33477.3,,,35337.15,,,36453.06,,,1901.18
1389.321,,1466.5055,,1512.8162,,25,,22.5,,,23.75,,,24.5,,,31259.7225,,,32996.37375,,,34038.3645,,,1420.1948
1936.98,,2044.59,,2109.156,,6,,5.4,,,5.7,,,5.88,,,10459.692,,,11040.786,,,11389.4424,,,1980.024
3989.115,,4210.7325,,4343.703,,36,,32.4,,,34.2,,,35.28,,,129247.326,,,136427.733,,,140735.9772,,,4077.762
3132.522,,3306.551,,3410.9684,,2,,1.8,,,1.9,,,1.96,,,5638.5396,,,5951.7918,,,6139.74312,,,3202.1336
4277.592,,4515.236,,4657.8224,,22,,19.8,,,20.9,,,21.56,,,84696.3216,,,89401.6728,,,92224.88352,,,4372.6496
3378.447,,3566.1385,,3678.7534,,32,,28.8,,,30.4,,,31.36,,,97299.2736,,,102704.7888,,,105948.0979,,,3453.5236
2874.384,,3034.072,,3129.8848,,16,,14.4,,,15.2,,,15.68,,,41391.1296,,,43690.6368,,,45070.34112,,,2938.2592
3127.761,,3301.5255,,3405.7842,,18,,16.2,,,17.1,,,17.64,,,50669.7282,,,53484.7131,,,55173.70404,,,3197.2668
4616.199,,4872.6545,,5026.5278,,5,,4.5,,,4.75,,,4.9,,,20772.8955,,,21926.94525,,,22619.3751,,,4718.7812
3948.309,,4167.6595,,4299.2698,,36,,32.4,,,34.2,,,35.28,,,127925.2116,,,135032.1678,,,139296.3415,,,4036.0492
343.728,,362.824,,374.2816,,30,,27,,,28.5,,,29.4,,,9280.656,,,9796.248,,,10105.6032,,,351.3664
2741.346,,2893.643,,2985.0212,,45,,40.5,,,42.75,,,44.1,,,111024.513,,,117192.5415,,,120893.3586,,,2802.2648
3238.848,,3418.784,,3526.7456,,19,,17.1,,,18.05,,,18.62,,,55384.3008,,,58461.2064,,,60307.34976,,,3310.8224
3830.157,,4042.9435,,4170.6154,,23,,20.7,,,21.85,,,22.54,,,79284.2499,,,83688.93045,,,86331.73878,,,3915.2716
1080.864,,1140.912,,1176.9408,,34,,30.6,,,32.3,,,33.32,,,33074.4384,,,34911.9072,,,36014.38848,,,1104.8832
3921.741,,4139.6155,,4270.3402,,13,,11.7,,,12.35,,,12.74,,,45884.3697,,,48433.50135,,,49962.98034,,,4008.8908
4377.906,,4621.123,,4767.0532,,43,,38.7,,,40.85,,,42.14,,,169424.9622,,,178837.4601,,,184484.9588,,,4475.1928
1450.728,,1531.324,,1579.6816,,29,,26.1,,,27.55,,,28.42,,,37864.0008,,,39967.5564,,,41229.68976,,,1482.9664
4183.083,,4415.4765,,4554.9126,,36,,32.4,,,34.2,,,35.28,,,135531.8892,,,143061.4386,,,147579.1682,,,4276.0404
683.388,,721.354,,744.1336,,22,,19.8,,,20.9,,,21.56,,,13531.0824,,,14282.8092,,,14733.84528,,,698.5744
723.339,,763.5245,,787.6358,,47,,42.3,,,44.65,,,46.06,,,30597.2397,,,32297.08635,,,33316.99434,,,739.4132
1035.252,,1092.766,,1127.2744,,36,,32.4,,,34.2,,,35.28,,,33542.1648,,,35405.6184,,,36523.69056,,,1058.2576
448.479,,473.3945,,488.3438,,9,,8.1,,,8.55,,,8.82,,,3632.6799,,,3834.49545,,,3955.58478,,,458.4452
3910.725,,4127.9875,,4258.345,,39,,35.1,,,37.05,,,38.22,,,137266.4475,,,144892.3613,,,149467.9095,,,3997.63
691.254,,729.657,,752.6988,,19,,17.1,,,18.05,,,18.62,,,11820.4434,,,12477.1347,,,12871.14948,,,706.6152
1663.821,,1756.2555,,1811.7162,,38,,34.2,,,36.1,,,37.24,,,56902.6782,,,60063.9381,,,61960.69404,,,1700.7948
755.073,,797.0215,,822.1906,,6,,5.4,,,5.7,,,5.88,,,4077.3942,,,4303.9161,,,4439.82924,,,771.8524
1647.684,,1739.222,,1794.1448,,47,,42.3,,,44.65,,,46.06,,,69697.0332,,,73569.0906,,,75892.32504,,,1684.2992
570.744,,602.452,,621.4768,,15,,13.5,,,14.25,,,14.7,,,7705.044,,,8133.102,,,8389.9368,,,583.4272
3383.109,,3571.0595,,3683.8298,,20,,18,,,19,,,19.6,,,60895.962,,,64279.071,,,66308.9364,,,3458.2892
926.739,,978.2245,,1009.1158,,9,,8.1,,,8.55,,,8.82,,,7506.5859,,,7923.61845,,,8173.83798,,,947.3332
4071.024,,4297.192,,4432.8928,,32,,28.8,,,30.4,,,31.36,,,117245.4912,,,123759.1296,,,127667.3126,,,4161.4912
3721.095,,3927.8225,,4051.859,,4,,3.6,,,3.8,,,3.92,,,13395.942,,,14140.161,,,14586.6924,,,3803.786
518.796,,547.618,,564.9112,,18,,16.2,,,17.1,,,17.64,,,8404.4952,,,8871.4116,,,9151.56144,,,530.3248
4315.878,,4555.649,,4699.5116,,5,,4.5,,,4.75,,,4.9,,,19421.451,,,20500.4205,,,21147.8022,,,4411.7864
267.921,,282.8055,,291.7362,,20,,18,,,19,,,19.6,,,4822.578,,,5090.499,,,5251.2516,,,273.8748
1389.042,,1466.211,,1512.5124,,23,,20.7,,,21.85,,,22.54,,,28753.1694,,,30350.5677,,,31309.00668,,,1419.9096
497.061,,524.6755,,541.2442,,11,,9.9,,,10.45,,,10.78,,,4920.9039,,,5194.28745,,,5358.31758,,,508.1068
1782.054,,1881.057,,1940.4588,,37,,33.3,,,35.15,,,36.26,,,59342.3982,,,62639.1981,,,64617.27804,,,1821.6552
2659.959,,2807.7345,,2896.3998,,22,,19.8,,,20.9,,,21.56,,,52667.1882,,,55593.1431,,,57348.71604,,,2719.0692
3859.47,,4073.885,,4202.534,,4,,3.6,,,3.8,,,3.92,,,13894.092,,,14665.986,,,15129.1224,,,3945.236
1977.678,,2087.549,,2153.4716,,29,,26.1,,,27.55,,,28.42,,,51617.3958,,,54485.0289,,,56205.60876,,,2021.6264
3220.641,,3399.5655,,3506.9202,,44,,39.6,,,41.8,,,43.12,,,127537.3836,,,134622.7938,,,138874.0399,,,3292.2108
936.189,,988.1995,,1019.4058,,34,,30.6,,,32.3,,,33.32,,,28647.3834,,,30238.9047,,,31193.81748,,,956.9932
3474.504,,3667.532,,3783.3488,,13,,11.7,,,12.35,,,12.74,,,40651.6968,,,42910.1244,,,44265.18096,,,3551.7152
1409.724,,1488.042,,1535.0328,,42,,37.8,,,39.9,,,41.16,,,53287.5672,,,56247.9876,,,58024.23984,,,1441.0512
978.201,,1032.5455,,1065.1522,,9,,8.1,,,8.55,,,8.82,,,7923.4281,,,8363.61855,,,8627.73282,,,999.9388
1273.392,,1344.136,,1386.5824,,42,,37.8,,,39.9,,,41.16,,,48134.2176,,,50808.3408,,,52412.81472,,,1301.6896
1188.288,,1254.304,,1293.9136,,31,,27.9,,,29.45,,,30.38,,,33153.2352,,,34995.0816,,,36100.18944,,,1214.6944
2562.984,,2705.372,,2790.8048,,7,,6.3,,,6.65,,,6.86,,,16146.7992,,,17043.8436,,,17582.07024,,,2619.9392
4254.975,,4491.3625,,4633.195,,4,,3.6,,,3.8,,,3.92,,,15317.91,,,16168.905,,,16679.502,,,4349.53
525.996,,555.218,,572.7512,,19,,17.1,,,18.05,,,18.62,,,8994.5316,,,9494.2278,,,9794.04552,,,537.6848
3570.921,,3769.3055,,3888.3362,,42,,37.8,,,39.9,,,41.16,,,134980.8138,,,142479.7479,,,146979.1084,,,3650.2748
3157.326,,3332.733,,3437.9772,,30,,27,,,28.5,,,29.4,,,85247.802,,,89983.791,,,92825.3844,,,3227.4888
4227.165,,4462.0075,,4602.913,,31,,27.9,,,29.45,,,30.38,,,117937.9035,,,124490.0093,,,128421.2727,,,4321.102
1462.401,,1543.6455,,1592.3922,,35,,31.5,,,33.25,,,34.3,,,46065.6315,,,48624.83325,,,50160.3543,,,1494.8988
2338.722,,2468.651,,2546.6084,,21,,18.9,,,19.95,,,20.58,,,44201.8458,,,46657.5039,,,48130.89876,,,2390.6936
4240.53,,4476.115,,4617.466,,31,,27.9,,,29.45,,,30.38,,,118310.787,,,124883.6085,,,128827.3014,,,4334.764
3189.618,,3366.819,,3473.1396,,19,,17.1,,,18.05,,,18.62,,,54542.4678,,,57572.6049,,,59390.68716,,,3260.4984
2033.55,,2146.525,,2214.31,,31,,27.9,,,29.45,,,30.38,,,56736.045,,,59888.0475,,,61779.249,,,2078.74
1013.868,,1070.194,,1103.9896,,32,,28.8,,,30.4,,,31.36,,,29199.3984,,,30821.5872,,,31794.90048,,,1036.3984
1419.021,,1497.8555,,1545.1562,,2,,1.8,,,1.9,,,1.96,,,2554.2378,,,2696.1399,,,2781.28116,,,1450.5548
3048.489,,3217.8495,,3319.4658,,10,,9,,,9.5,,,9.8,,,27436.401,,,28960.6455,,,29875.1922,,,3116.2332
3447.639,,3639.1745,,3754.0958,,2,,1.8,,,1.9,,,1.96,,,6205.7502,,,6550.5141,,,6757.37244,,,3524.2532
850.311,,897.5505,,925.8942,,2,,1.8,,,1.9,,,1.96,,,1530.5598,,,1615.5909,,,1666.60956,,,869.2068
3076.371,,3247.2805,,3349.8262,,24,,21.6,,,22.8,,,23.52,,,66449.6136,,,70141.2588,,,72356.24592,,,3144.7348
2762.946,,2916.443,,3008.5412,,17,,15.3,,,16.15,,,16.66,,,42273.0738,,,44621.5779,,,46030.68036,,,2824.3448
